MJD(days),Predicted PT-TT(s)
56772.9238449734,-0.009498495914815847
56773.9238449734,-0.0069652150250883536
56774.9238449734,-0.003223381639548377
56775.9238449734,-0.0058269288234796685
56776.9238449734,-0.010650779796141426
56777.9238449734,-0.0021425598546927077
56778.9238449734,-0.007384805385265459
56779.9238449734,0.0007067632486288849
56780.9238449734,-0.005846232163628128
56781.9238449734,0.0069126489447164955
56782.9238449734,-0.00434120162996447
56783.9238449734,-0.0016231548372237518
56784.9238449734,0.004466826742740885
56785.9238449734,-0.005342993014189328
56786.9238449734,0.002360716153089012
56787.9238449734,0.008171218163568417
56788.9238449734,-0.0059898238685619516
56789.9238449734,0.003382849508993618
56790.9238449734,0.004171182099662125
56791.9238449734,0.007192970399394477
56792.9238449734,-0.002488809601794574
56793.9238449734,-0.002494251200737635
56794.9238449734,0.007129827604856145
56795.9238449734,0.006417131055025498
56796.9238449734,0.006596759852676868
56797.9238449734,0.0074886245605202744
56798.9238449734,0.0027683478172308524
56799.9238449734,0.007741827823016235
56800.9238449734,0.008458009615792534
56801.9238449734,0.003832978071255199
56802.9238449734,0.01714569562919873
56803.9238449734,0.010598075590121811
56804.9238449734,0.0026844814116375407
56805.9238449734,0.012335854852907844
56806.9238449734,0.0045917663706899975
56807.9238449734,0.013812685652626777
56808.9238449734,0.016082328441039448
56809.9238449734,0.006598026866331785
56810.9238449734,0.015930407016399858
56811.9238449734,0.01358951891694865
56812.9238449734,0.016048002994326533
56813.9238449734,0.02183375501971173
56814.9238449734,0.011534937438515552
56815.9238449734,0.009405285108830368
56816.9238449734,0.009138481694578109
56817.9238449734,0.009919090329966445
56818.9238449734,0.014024721119811026
56819.9238449734,0.016528077453052677
56820.9238449734,0.016617859487707463
56821.9238449734,0.019782409648325398
56822.9238449734,0.016123590774622738
56823.9238449734,0.023738339613107697
56824.9238449734,0.015559472973219244
56825.9238449734,0.030895690884445028
56826.9238449734,0.020835269702409877
56827.9238449734,0.013833233093591343
56828.9238449734,0.013176646297455106
56829.9238449734,0.021355558776064505
56830.9238449734,0.018237970685307234
56831.9238449734,0.023337374994484874
56832.9238449734,0.022545648558980048
56833.9238449734,0.02022740378491587
56834.9238449734,0.01676966766994612
56835.9238449734,0.013841488048946731
56836.9238449734,0.01959523732412886
56837.9238449734,0.026521893968169237
56838.9238449734,0.023722456629290806
56839.9238449734,0.016835381927167756
56840.9238449734,0.024342068362071517
56841.9238449734,0.025814838543547717
56842.9238449734,0.019881052375985777
56843.9238449734,0.025481052998806993
56844.9238449734,0.025415558973397263
56845.9238449734,0.01982175180410206
56846.9238449734,0.027737628007084503
56847.9238449734,0.02916470174927217
56848.9238449734,0.03218812324539529
56849.9238449734,0.03245396520178133
56850.9238449734,0.020708696013909286
56851.9238449734,0.023320005566207037
56852.9238449734,0.030996395013913863
56853.9238449734,0.03140223634451952
56854.9238449734,0.03182063293357663
56855.9238449734,0.0489211398674079
56856.9238449734,0.03292402287968804
56857.9238449734,0.036159486439213115
56858.9238449734,0.03566375496786404
56859.9238449734,0.03456279031901493
56860.9238449734,0.030141575751372135
56861.9238449734,0.03592485598912811
56862.9238449734,0.028677971726061825
56863.9238449734,0.03177009267713755
56864.9238449734,0.030939455883779988
56865.9238449734,0.03418773223194503
56866.9238449734,0.045763742280468866
56867.9238449734,0.025266211396230497
56868.9238449734,0.03844592622314971
56869.9238449734,0.027363133827416813
56870.9238449734,0.033479141766505814
56871.9238449734,0.04169564199237773
56872.9238449734,0.03698437701510612
56873.9238449734,0.031686340942070186
56874.9238449734,0.033910634197504785
56875.9238449734,0.04129722940056591
56876.9238449734,0.03465949540939476
56877.9238449734,0.03980570942797823
56878.9238449734,0.03936336359167534
56879.9238449734,0.036289590566215106
56880.9238449734,0.05067940066295873
56881.9238449734,0.04354136324001007
56882.9238449734,0.030658143107219888
56883.9238449734,0.04212821552644297
56884.9238449734,0.038299099540841805
56885.9238449734,0.046282286450752774
56886.9238449734,0.038469603996696064
56887.9238449734,0.04227061339361298
56888.9238449734,0.045781319907937684
56889.9238449734,0.04799724739597392
56890.9238449734,0.03807907730193234
56891.9238449734,0.042820141070094395
56892.9238449734,0.042530008605582266
56893.9238449734,0.0420501769106064
56894.9238449734,0.05455618218696835
56895.9238449734,0.04816590745245555
56896.9238449734,0.04024866703806346
56897.9238449734,0.05155448445710048
56898.9238449734,0.05798804361897769
56899.9238449734,0.052951676848758164
56900.9238449734,0.040604588628320275
56901.9238449734,0.04619235600584699
56902.9238449734,0.055360170028199276
56903.9238449734,0.04589935486626017
56904.9238449734,0.05206888724717313
56905.9238449734,0.05413504828567658
56906.9238449734,0.04603931357272739
56907.9238449734,0.05078842706239673
56908.9238449734,0.035291805054448275
56909.9238449734,0.0467882914602101
56910.9238449734,0.05105947682200366
56911.9238449734,0.046495489581233125
56912.9238449734,0.06130854992280346
56913.9238449734,0.04640787442543003
56914.9238449734,0.05177044679383619
56915.9238449734,0.05503646002583947
56916.9238449734,0.0620012114968275
56917.9238449734,0.04802762220768765
56918.9238449734,0.06143483963644756
56919.9238449734,0.056082274092858604
56920.9238449734,0.05153565344460883
56921.9238449734,0.059165801983252844
56922.9238449734,0.05826267100189175
56923.9238449734,0.05467837605031834
56924.9238449734,0.05844055877315032
56925.9238449734,0.05657706827597934
56926.9238449734,0.0594833108986323
56927.9238449734,0.0626384654570692
56928.9238449734,0.06766998407727864
56929.9238449734,0.053962910414505544
56930.9238449734,0.07122924269400904
56931.9238449734,0.051215724735203104
56932.9238449734,0.060629326169725606
56933.9238449734,0.06474192558941431
56934.9238449734,0.06361738680775451
56935.9238449734,0.05951101778206429
56936.9238449734,0.06199599204146881
56937.9238449734,0.06098368653204893
56938.9238449734,0.06091395533270994
56939.9238449734,0.06852087751462403
56940.9238449734,0.06647003237143206
56941.9238449734,0.06163249487739146
56942.9238449734,0.0700071301429489
56943.9238449734,0.0674577162822536
56944.9238449734,0.07039761718415327
56945.9238449734,0.06989353871166445
56946.9238449734,0.06301250735952393
56947.9238449734,0.06476866512523737
56948.9238449734,0.07171812626392643
56949.9238449734,0.07144559747756536
56950.9238449734,0.0687013260926652
56951.9238449734,0.06980455889111777
56952.9238449734,0.07601833436560389
56953.9238449734,0.06708424085457053
56954.9238449734,0.07318967261668778
56955.9238449734,0.06985531036075603
56956.9238449734,0.0701899555188773
56957.9238449734,0.07718433370703727
56958.9238449734,0.07622961910412937
56959.9238449734,0.07658217345128036
56960.9238449734,0.07945410721913672
56961.9238449734,0.07344382030361678
56962.9238449734,0.07716065386401572
56963.9238449734,0.07261164313666153
56964.9238449734,0.07619589659415893
56965.9238449734,0.07433643747196621
56966.9238449734,0.07588422048085613
56967.9238449734,0.07878711369516501
56968.9238449734,0.072132313063901
56969.9238449734,0.08709744077058357
56970.9238449734,0.07201750539674567
56971.9238449734,0.07138873715239344
56972.9238449734,0.08366232249592034
56973.9238449734,0.0822421695103226
56974.9238449734,0.0818165430378566
56975.9238449734,0.08224975941100514
56976.9238449734,0.07945888591253708
56977.9238449734,0.0754459358314304
56978.9238449734,0.08072331839191613
56979.9238449734,0.07737057495547485
56980.9238449734,0.08604407009221207
56981.9238449734,0.08084527242970053
56982.9238449734,0.07786516126533657
56983.9238449734,0.08079780595312208
56984.9238449734,0.08488148034485309
56985.9238449734,0.080410288221543
56986.9238449734,0.07952989691981863
56987.9238449734,0.08527152286719826
56988.9238449734,0.08569000757737022
56989.9238449734,0.08234254675705886
56990.9238449734,0.0829341590179108
56991.9238449734,0.08686168814487852
56992.9238449734,0.07887310466269162
56993.9238449734,0.07948829541038338
56994.9238449734,0.08334548108809188
56995.9238449734,0.08628255434788273
56996.9238449734,0.0893164158465199
56997.9238449734,0.09555074701536559
56998.9238449734,0.09287435195871584
56999.9238449734,0.08819844910497651
57000.9238449734,0.08931514862736811
57001.9238449734,0.08480967075578043
57002.9238449734,0.09014183981109543
57003.9238449734,0.0892032002085446
57004.9238449734,0.09267217411692365
57005.9238449734,0.0873345145095595
57006.9238449734,0.09447948971061489
57007.9238449734,0.09995853961650981
57008.9238449734,0.09216313222130056
57009.9238449734,0.09512757948616746
57010.9238449734,0.09698182874631622
