id,小类,lon_gcj02,"lat_gcj02",typecode,citycode,adcode,X,Y
B01AF070VD,生活服务场所,125.298087,43.882261,70000,431,220104,63.01324173,30.79041403
B01AF0730T,生活服务场所,125.342009,43.890046,70000,431,220102,65.34599933,31.20388605
B01AF07318,会计师事务所,125.310044,43.891605,70702,431,220104,63.64829438,31.28668668
B01AF075PI,丧葬设施,125.335388,43.884986,71900,431,220102,64.99434895,30.93514252
B01AF0764A,律师事务所,125.284775,43.888986,70701,431,220106,62.30622317,31.147588
B01AF078D5,生活服务场所,125.337684,43.885735,70000,431,220102,65.11629266,30.97492294
B01AF0791D,人才市场,125.336779,43.882892,70800,431,220102,65.06822687,30.82392731
B01AF07BO5,飞机票代售点,125.308643,43.892118,70301,431,220104,63.57388535,31.31393281
B01AF07FNA,摄影冲印,125.331135,43.891319,71300,431,220102,64.76846629,31.27149683
B01AF07HGL,生活服务场所,125.342397,43.899489,70000,431,220102,65.36660654,31.70541672
B01AF07RUB,美容美发店,125.64711,43.818195,71100,431,220105,81.55033152,27.38778099
B01AF07RYP,美容美发店,125.33389,43.879999,71100,431,220102,64.91478812,30.67027612
B01AF07S7X,洗衣店,125.313163,43.86605,71500,431,220104,63.81394875,29.92942561
B01AF07SBY,摄影冲印,125.307445,43.89858,71300,431,220103,63.51025793,31.65713849
B01AF07SIE,洗衣店,125.322179,43.829698,71500,431,220102,64.29280086,27.99872108
B01AF07SJQ,邮局,125.167928,44.420514,70400,431,220122,56.10031888,59.37776843
B01AF07SMB,生活服务场所,125.317539,43.906746,70000,431,220103,64.0463641,32.09084594
B01AF07SP8,丧葬设施,126.557946,44.830287,71900,431,220182,129.9260796,81.14137397
B01AF07SQ3,摄影冲印,125.708366,44.533611,71300,431,220183,84.80372162,65.38450508
B01AF07SQT,洗浴推拿场所,125.302747,43.845021,71400,431,220104,63.26074071,28.81254661
B01AF07SSL,美容美发店,125.332829,43.875974,71100,431,220102,64.85843695,30.45650285
B01AF07SWD,美容美发店,125.34237,43.897386,71100,431,220102,65.36517254,31.59372351
B01AF07SXS,人才市场,125.299864,43.892886,70800,431,220104,63.10762063,31.35472234
B01AF07T3B,摄影冲印,125.318645,43.865021,71300,431,220104,64.10510528,29.87477401
B01AF07T8Q,美容美发店,125.375243,43.875204,71100,431,220105,67.11110261,30.41560709
B01AF07TEI,丧葬设施,126.557829,44.830325,71900,431,220182,129.9198656,81.1433922
B01AF07TG0,维修站点,125.187065,44.429096,71200,431,220122,57.11671117,59.83357021
B01AF07TI8,中介机构,125.349833,43.860036,71600,431,220102,65.76154269,29.61001383
B01AF07TIC,中介机构|金融保险服务,125.263121,43.893814,071600|160000,431,220106,61.15614955,31.4040097
B01AF07TJV,生活服务场所,125.33654,43.901846,70000,431,220103,65.05553325,31.83060022
B01AF07TR9,美容美发店,125.190686,44.436948,71100,431,220122,57.30902745,60.25060069
B01AF07TS0,美容美发店,125.317221,43.829929,71100,431,220102,64.02947469,28.0109898
B01AF07TYD,洗浴推拿场所,125.313571,43.882929,71400,431,220104,63.83561818,30.82589243
B01AF07TYK,人才市场,125.301503,43.884587,70800,431,220104,63.19467017,30.91395108
B01AF07UC5,维修站点,125.851034,44.161247,71200,431,220113,92.3810146,45.60774279
B01AF07UG2,生活服务场所,125.174182,44.432669,70000,431,220122,56.43247739,60.02333714
B01AF07UHN,生活服务场所,125.334789,43.900621,70000,431,220103,64.96253524,31.76553879
B01AF07UHO,摄影冲印,125.295281,43.826978,71300,431,220104,62.86421122,27.85425815
B01AF07UIK,美容美发店,125.283977,43.898574,71100,431,220106,62.26384029,31.65681982
B01AF07UMN,美容美发店,126.554606,44.827434,71100,431,220182,129.7486876,80.98984723
B01AF07UNP,丧葬设施,125.709266,44.534116,71900,431,220183,84.85152185,65.41132632
B01AF07UO9,美容美发店,125.184398,44.059862,71100,431,220103,56.97506315,40.22304651
B01AF07UVB,美容美发店,125.695569,44.540757,71100,431,220183,84.12405541,65.76403893
B01AF07V4X,邮局,126.478386,44.606779,70400,431,220182,125.700539,69.27055782
B01AF07V6H,美容美发店,126.547897,44.825662,71100,431,220182,129.3923634,80.89573388
B01AF07VCT,洗浴推拿场所,125.347303,43.884355,71400,431,220102,65.62717093,30.90162924
B01AF07VFH,洗衣店,125.335079,43.877298,71500,431,220102,64.97793754,30.5268223
B01AF07VIU,维修站点,125.711078,44.532207,71200,431,220183,84.94775966,65.30993671
B01AF07VPT,维修站点,125.706253,44.53034,71200,431,220183,84.69149729,65.21077778
B01AF07W4T,美容美发店,125.295042,43.882742,71100,431,220104,62.8515176,30.8159606
B01AF07W7O,生活服务场所,125.707583,44.534752,70000,431,220183,84.76213542,65.44510515
B01AF07WAH,美容美发店,125.702033,44.540422,71100,431,220183,84.46736731,65.74624662
B01AF07WEJ,维修站点,125.187783,44.429996,71200,431,220122,57.15484514,59.88137044
B01AF07WMF,生活服务场所,125.175354,44.434559,70000,431,220122,56.49472392,60.12371763
B01AF07WP5,洗浴推拿场所,125.85495,44.158975,71400,431,220113,92.58899872,45.48707375
B01AF07WRD,美容美发店,126.54595,44.822764,71100,431,220182,129.2889556,80.74181713
B01AF07WRJ,美容美发店,125.328412,43.893357,71100,431,220102,64.62384403,31.3797378
B01AF07WS4,洗衣店,125.318696,43.876393,71500,431,220104,64.10781396,30.47875651
B01AF07WS5,美容美发店,125.835714,44.152833,71100,431,220113,91.5673484,45.16086372
B01AF07WTH,美容美发店,125.332086,43.892618,71100,431,220102,64.81897521,31.3404885
B01AF07WUS,生活服务场所,125.831243,44.150604,70000,431,220113,91.32988747,45.04247847
B01AF07WUX,生活服务场所,125.316756,43.889095,70000,431,220104,64.0047779,31.15337714
B01AF07X5K,律师事务所,125.291005,43.956099,70701,431,220103,62.637107,34.71205139
B01AF07X6W,美容美发店,126.555092,44.827382,71100,431,220182,129.7744997,80.98708544
B01AF07XKW,美容美发店,126.553366,44.823648,71100,431,220182,129.6828295,80.78876758
B01AF07XQU,洗衣店,125.363419,43.825635,71500,431,220102,66.48311377,27.78292958
B01AF07XST,生活服务场所,125.373969,43.890312,70000,431,220105,67.04343873,31.21801368
B01AF07Y2H,美容美发店,125.703891,44.535182,71100,431,220183,84.56604824,65.46794304
B01AF07Y2K,生活服务场所,125.707693,44.534888,70000,431,220183,84.76797767,65.4523283
B01AF07Y2P,生活服务场所,125.695078,44.529461,70000,431,220183,84.09797773,65.16409289
B01AF07Y69,洗衣店,125.301658,43.884757,71500,431,220104,63.20290243,30.92298002
B01AF07Y6O,洗衣店,125.299115,43.880951,71500,431,220104,63.06784022,30.72083814
B01AF07YJF,洗浴推拿场所,125.187743,44.429881,71400,431,220122,57.15272068,59.87526264
B01AF07YVN,维修站点,125.726179,44.536244,71200,431,220183,85.74979446,65.52434731
B01AF07YVZ,美容美发店,126.551767,44.819712,71100,431,220182,129.5979044,80.57972123
B01AF07YZ6,洗浴推拿场所,125.32433,43.829742,71400,431,220102,64.40704342,28.00105798
B01AF07Z1I,维修站点,125.317685,43.868115,71200,431,220104,64.05411836,30.03910059
B01AF07Z7V,维修站点,125.563884,43.496627,71200,431,220112,77.13008462,10.30886386
B01AF07Z8U,美容美发店,125.322262,43.906852,71100,431,220103,64.2972091,32.09647574
B01AF07ZB0,生活服务场所|商务住宅,125.275654,43.830681,070000|120000,431,220104,61.82179436,28.05092956
B01AF07ZCW,洗浴推拿场所,125.682319,43.528663,71400,431,220112,83.42032976,12.01033972
B01AF07ZP4,邮局,125.711218,44.538942,70400,431,220183,84.95519525,65.66764179
B01AF07ZPC,洗浴推拿场所,125.261089,43.902024,71400,431,220106,61.04822725,31.84005405
B01AF07ZSU,美容美发店,125.348844,43.896659,71100,431,220102,65.70901555,31.55511154
B01AF07ZX0,生活服务场所,125.707497,44.535086,70000,431,220183,84.75756784,65.46284435
B01AF07ZYY,维修站点|汽车服务,125.168278,44.442678,071200|010000,431,220122,56.11890786,60.55492884
B01AF08004,维修站点,125.670477,43.525252,71200,431,220112,82.79138491,11.82917684
B01AF08067,美容美发店,125.664469,43.527364,71100,431,220112,82.4722918,11.94134805
B01AF080BU,美容美发店,126.550871,44.824993,71100,431,220182,129.5503166,80.86020238
B01AF080KN,维修站点,126.23429,44.990074,71200,431,220182,112.7362659,89.6278805
B01AF080LL,维修站点,125.738919,44.52921,71200,431,220183,86.42643332,65.15076194
B01AF080M3,生活服务场所,125.369804,43.882527,70000,431,220105,66.82222987,30.80454166
B01AF080MM,美容美发店,125.335525,43.894525,71100,431,220102,65.00162521,31.44177188
B01AF080MV,摄影冲印,125.302991,43.890405,71300,431,220104,63.27369989,31.22295303
B01AF080PK,生活服务场所,125.336496,43.901815,70000,431,220103,65.05319635,31.82895377
B01AF080R1,生活服务场所,125.327041,43.864485,70000,431,220102,64.55102834,29.84630632
B01AF080U7,摄影冲印,125.849477,44.160473,71300,431,220113,92.29832019,45.56663459
B01AF080VK,美容美发店,125.332093,43.888243,71100,431,220102,64.81934699,31.10812625
B01AF080WO,美容美发店,125.655149,43.525183,71100,431,220112,81.97729383,11.82551215
B01AF080XQ,美容美发店,125.852274,44.159939,71100,431,220113,92.4468727,45.53827312
B01AF0816C,美容美发店,125.838651,44.154714,71100,431,220113,91.7233365,45.26076621
B01AF0816V,生活服务场所,125.301176,43.880307,70000,431,220104,63.17730275,30.68663442
B01AF08198,美容美发店,125.334866,43.875683,71100,431,220102,64.96662481,30.44104744
B01AF081CK,生活服务场所,125.329411,43.893059,70000,431,220102,64.67690229,31.36391061
B01AF081CL,美容美发店,125.705082,44.534989,71100,431,220183,84.62930388,65.45769254
B01AF081E6,生活服务场所,125.708089,44.535343,70000,431,220183,84.78900977,65.47649397
B01AF081IG,维修站点|公司企业,125.206319,43.791905,071200|170200,431,220104,58.1393175,25.99148306
B01AF081IP,陵园,125.591987,43.828775,71901,431,220105,78.62267346,27.94969928
B01AF081KC,物流仓储场地|公司企业,125.185057,43.818989,070501|170200,431,220106,57.01006354,27.42995141
B01AF081V8,物流仓储场地,125.289118,43.95699,70501,431,220103,62.53688585,34.75937363
B01AF081X7,洗衣店,125.832078,44.154129,71500,431,220113,91.37423546,45.22969605
B01AF081YI,美容美发店,125.270111,43.899969,71100,431,220106,61.52739803,31.73091018
B01AF081ZY,美容美发店,125.319364,43.886174,71100,431,220104,64.14329235,30.99823883
B01AF0829T,洗浴推拿场所,125.320061,43.875413,71400,431,220104,64.18031098,30.42670737
B01AF082BS,电力营业厅,125.272553,43.87704,71000,431,220106,61.657096,30.51311957
B01AF082MN,物流仓储场地,125.211524,43.823556,70501,431,220106,58.41576218,27.67251104
B01AF082QF,人才市场,125.331692,43.88835,70800,431,220102,64.79804933,31.11380917
B01AF0838M,生活服务场所,125.308765,43.892065,70000,431,220104,63.58036494,31.31111791
B01AF083C8,生活服务场所|公司企业,125.267684,43.88486,070000|170201,431,220106,61.39849674,30.92845049
B01AF083LB,会计师事务所,125.840252,44.151688,70702,431,220113,91.8083678,45.1000512
B01AF083LS,律师事务所,125.281465,43.881734,70701,431,220106,62.13042453,30.76242434
B01AF083LV,律师事务所,125.170124,44.42056,70701,431,220122,56.21695145,59.38021155
B01AF083NF,生活服务场所,125.848549,44.159994,70000,431,220113,92.24903284,45.54119424
B01AF083UY,生活服务场所,125.333637,43.904968,70000,431,220103,64.90135094,31.99641392
B01AF083ZN,美容美发店,125.846232,44.159326,71100,431,220113,92.1259738,45.50571585
B01AF0841P,美容美发店,126.561124,44.825073,71100,431,220182,130.0948675,80.86445129
B01AF0845K,摄影冲印,125.246729,43.867456,71300,431,220106,60.28554797,30.0041002
B01AF0845P,生活服务场所,126.557212,44.827447,70000,431,220182,129.8870958,80.99053768
B01AF084CP,维修站点,125.835395,44.14871,71200,431,220113,91.55040588,44.94188554
B01AF084Q8,摄影冲印,126.56066,44.827963,71300,431,220182,130.0702239,81.01794315
B01AF084SB,洗衣店,125.314046,43.869575,71500,431,220104,63.86084609,30.11664319
B01AF084T5,摄影冲印,125.321387,43.885189,71300,431,220104,64.25073665,30.94592413
B01AF084U2,美容美发店,125.1753,44.433589,71100,431,220122,56.4918559,60.0721996
B01AF084WW,洗浴推拿场所,125.8345,44.145701,71400,431,220113,91.5028712,44.78207343
B01AF0850A,生活服务场所,126.561027,44.827917,70000,431,220182,130.0897157,81.01550002
B01AF0852L,生活服务场所,125.337096,43.898693,70000,431,220102,65.08506317,31.66314007
B01AF0853N,洗衣店,125.323712,43.905828,71500,431,220103,64.37422059,32.0420897
B01AF085BN,生活服务场所,125.330262,43.892248,70000,431,220102,64.72210007,31.32083729
B01AF085HH,美容美发店,125.306512,43.898553,71100,431,220103,63.46070502,31.65570448
B01AF085KQ,美容美发店,125.188737,44.055028,71100,431,220103,57.20551339,39.96630615
B01AF085MI,美容美发店|体育休闲服务,125.660169,43.525432,071100|080000,431,220112,82.24391291,11.83873688
B01AF085NZ,美容美发店,125.271212,43.880809,71100,431,220106,61.58587365,30.71329633
B01AF085TW,洗浴推拿场所,125.836847,44.152551,71400,431,220113,91.62752359,45.14588631
B01AF086B4,丧葬设施|购物服务,125.42329,43.90437,071900|061200,431,220105,69.66294462,31.96465332
B01AF086FD,美容美发店,125.31892,43.87639,71100,431,220104,64.1197109,30.47859718
B01AF086OZ,生活服务场所,125.211643,44.035554,70000,431,220103,58.42208243,38.93201532
B01AF086SH,洗衣店,125.331236,43.885765,71500,431,220102,64.77383054,30.97651628
B01AF0871O,美容美发店,126.550518,44.826529,71100,431,220182,129.5315683,80.94178144
B01AF0872D,美容美发店,125.18529,44.430136,71100,431,220122,57.02243849,59.88880604
B01AF0873J,洗浴推拿场所,125.698094,44.5352,71400,431,220183,84.25816162,65.46889904
B01AF0874C,邮局,125.243492,44.002796,70400,431,220103,60.11362647,37.19219305
B01AF0879G,维修站点,125.698753,44.525266,71200,431,220183,84.29316202,64.94129069
B01AF087DU,生活服务场所,125.294674,43.875938,70000,431,220104,62.83197262,30.45459084
B01AF087KS,邮局,125.296992,43.570975,70400,431,220104,62.95508478,14.25758802
B01AF087MR,美容美发店,125.322714,43.874007,71100,431,220104,64.32121544,30.35203278
B01AF087MX,洗衣店,125.703952,44.533896,71500,431,220183,84.56928803,65.39964182
B01AF087PV,美容美发店,125.707188,44.534722,71100,431,220183,84.74115643,65.44351181
B01AF087QF,美容美发店,125.758996,43.790872,71100,431,220105,87.4927503,25.93661902
B01AF087RY,美容美发店,125.174403,44.438291,71100,431,220122,56.444215,60.32192926
B01AF087SE,美容美发店,125.166196,44.439472,71100,431,220122,56.00832999,60.38465379
B01AF08814,摄影冲印,125.366718,43.833946,71300,431,220102,66.65832818,28.22433818
B01AF0884G,生活服务场所,125.303138,43.890406,70000,431,220104,63.28150726,31.22300615
B01AF0884V,生活服务场所,125.834795,44.150116,70000,431,220113,91.51853905,45.01656013
B01AF0889O,美容美发店,126.566346,44.820213,71100,431,220182,130.3722151,80.60633003
B01AF088D8,洗衣店,125.371713,43.88112,71500,431,220105,66.92361948,30.72981396
B01AF088DK,洗浴推拿场所,125.704165,44.533506,71400,431,220183,84.58060075,65.37892838
B01AF088EZ,丧葬设施,125.316633,43.912794,71900,431,220103,63.9982452,32.4120635
B01AF088HU,美容美发店,125.179212,44.429082,71100,431,220122,56.69962758,59.83282665
B01AF088MF,维修站点,125.162702,44.428704,71200,431,220122,55.82275886,59.81275055
B01AF088Q0,邮局,125.490259,43.564886,70400,431,220112,73.21975998,13.93419289
B01AF088UM,生活服务场所,125.287165,43.888411,70000,431,220106,62.43315934,31.11704896
B01AF08951,摄影冲印,125.316918,43.866786,71300,431,220104,64.01338194,29.96851558
B01AF0896A,美容美发店,126.566144,44.835367,71100,431,220182,130.3614866,81.41117973
B01AF0897Z,美容美发店,125.180468,44.435013,71100,431,220122,56.76633546,60.14783019
B01AF089AI,洗浴推拿场所,125.341321,43.895379,71400,431,220102,65.30945871,31.48712899
B01AF089C1,美容美发店|购物服务,125.374236,43.828158,071100|060000,431,220102,67.05761946,27.91692957
B01AF089CG,美容美发店,125.668241,43.527161,71100,431,220112,82.67262789,11.93056644
B01AF089CI,美容美发店,126.548784,44.828875,71100,431,220182,129.4394732,81.06638072
B01AF089DG,摄影冲印,125.303243,43.733892,71300,431,220104,63.28708395,22.91033314
B01AF089EW,生活服务场所,125.655494,44.065655,70000,431,220113,81.99561725,40.53072068
B01AF089JM,洗浴推拿场所,125.342272,43.877514,71400,431,220102,65.35996762,30.53829436
B01AF089ME,生活服务场所,126.555838,44.827597,70000,431,220182,129.8141208,80.99850438
B01AF089N4,洗浴推拿场所,126.563114,44.830741,71400,431,220182,130.2005592,81.16548653
B01AF089NR,美容美发店,125.315703,43.876354,71100,431,220104,63.94885163,30.47668517
B01AF089P5,美容美发店,125.286417,43.871299,71100,431,220104,62.39343204,30.20820719
B01AF089PO,洗浴推拿场所,125.342008,43.894317,71400,431,220102,65.34594622,31.43072472
B01AF089PZ,美容美发店,126.551086,44.824941,71100,431,220182,129.5617356,80.85744058
B01AF089Q5,美容美发店,125.341781,43.877023,71100,431,220102,65.33388994,30.51221668
B01AF089QD,美容美发店,125.834508,44.149453,71100,431,220113,91.50329609,44.98134729
B01AF089R5,美容美发店,126.561396,44.824901,71100,431,220182,130.1093138,80.85531613
B01AF089RY,美容美发店,125.179841,44.432182,71100,431,220122,56.73303463,59.9974719
B01AF08A7S,邮局,125.346604,43.865561,70400,431,220102,65.59004608,29.90345415
B01AF08AH4,邮局,125.184877,44.430871,70400,431,220122,57.0005035,59.92784289
B01AF08B5I,生活服务场所,125.369496,43.892871,70000,431,220105,66.80587157,31.35392567
B01AF08B7N,生活服务场所,125.85094,44.159312,70000,431,220113,92.37602213,45.50497229
B01AF08B9C,美容美发店,126.537439,44.819358,71100,431,220182,128.8369247,80.5609198
B01AF08BL4,维修站点,125.781175,43.828069,71200,431,220105,88.67070738,27.91220266
B01AF08BNC,生活服务场所,125.338251,43.884952,70000,431,220102,65.1464068,30.93333673
B01AF08BPF,摄影冲印,125.262577,43.898839,71300,431,220106,61.12725697,31.67089433
B01AF08BPK,美容美发店,125.235622,43.904889,71100,431,220106,59.69563998,31.99221812
B01AF08BQM,生活服务场所,125.17525,44.434662,70000,431,220122,56.48920033,60.1291881
B01AF08BQZ,生活服务场所,125.333994,43.880299,70000,431,220102,64.9203117,30.68620953
B01AF08BU7,邮局,125.320966,43.887868,70400,431,220104,64.22837677,31.08820949
B01AF08BX9,生活服务场所,125.320553,43.876823,70000,431,220104,64.20644177,30.5015944
B01AF08BZ6,生活服务场所,125.334356,43.880844,70000,431,220102,64.93953802,30.71515522
B01AF08CC4,洗衣店,125.363422,43.828335,71500,431,220102,66.48327311,27.92633028
B01AF08CEZ,美容美发店,125.329416,43.930746,71100,431,220103,64.67716785,33.36551882
B01AF08CW9,生活服务场所,125.339449,43.903126,70000,431,220102,65.21003422,31.89858278
B01AF08CYC,摄影冲印,125.17985,44.425954,71300,431,220122,56.73351264,59.66669428
B01AF08D1Q,美容美发店,126.535252,44.819306,71100,431,220182,128.7207702,80.55815801
B01AF08D36,邮局,125.600583,43.481952,70400,431,220112,79.0792188,9.529454504
B01AF08DCW,美容美发店,125.262212,43.868015,71100,431,220106,61.10787132,30.03378945
B01AF08DIP,美容美发店,125.295637,43.902096,71100,431,220106,62.88311887,31.84387806
B01AF08DLC,电力营业厅,125.661966,43.524243,71000,431,220112,82.33935404,11.77558746
B01AF08DW6,美容美发店,126.548514,44.828967,71100,431,220182,129.4251332,81.07126696
B01AF08E3N,生活服务场所,126.555893,44.827628,70000,431,220182,129.817042,81.00015084
B01AF08E4A,美容美发店,125.313392,43.869593,71100,431,220104,63.82611125,30.1175992
