MJD(days),Predicted PT-TT(s)
56875.9238449734,0.08062175410405271
56876.9238449734,0.088935389263494
56877.9238449734,0.1001033427096398
56878.9238449734,0.10015538035049709
56879.9238449734,0.10072978429054673
56880.9238449734,0.11203452671567299
56881.9238449734,0.1141374611695577
56882.9238449734,0.14770630020601827
56883.9238449734,0.14921633694760525
56884.9238449734,0.15006823507276845
56885.9238449734,0.15144279617516304
56886.9238449734,0.15616377325640776
56887.9238449734,0.15686260719979447
56888.9238449734,0.15689118780618405
56889.9238449734,0.16508734281103107
56890.9238449734,0.16487719995059316
56891.9238449734,0.16490488889404215
56892.9238449734,0.16571446593513486
56893.9238449734,0.16543133940827154
56894.9238449734,0.16630944615648674
56895.9238449734,0.16773199441407177
56896.9238449734,0.16711868875909272
56897.9238449734,0.16834593668761377
56898.9238449734,0.16861242175127591
56899.9238449734,0.16940728013125989
56900.9238449734,0.1696815161641221
56901.9238449734,0.16976510079002943
56902.9238449734,0.16997378890992976
56903.9238449734,0.1706027687037189
56904.9238449734,0.17177842278241595
56905.9238449734,0.17132736910081697
56906.9238449734,0.17196275282734202
56907.9238449734,0.1719294974322412
56908.9238449734,0.17270651177791074
56909.9238449734,0.17242273430578867
56910.9238449734,0.17343613550604994
56911.9238449734,0.17264887618497443
56912.9238449734,0.17201856787265907
56913.9238449734,0.17118440208645663
56914.9238449734,0.17078673678058556
56915.9238449734,0.16817469484579303
56916.9238449734,0.16752142202546408
56917.9238449734,0.1649916507279465
56918.9238449734,0.16101273089757492
56919.9238449734,0.15800734461974153
56920.9238449734,0.15619379205728193
56921.9238449734,0.1531425996212784
56922.9238449734,0.14856726281535465
56923.9238449734,0.14838957668591596
56924.9238449734,0.14592668867745498
56925.9238449734,0.1432975099298529
56926.9238449734,0.13834537321384355
56927.9238449734,0.13908792915964585
56928.9238449734,0.13514709655384924
56929.9238449734,0.12836005357812158
56930.9238449734,0.12322624412236301
56931.9238449734,0.12293456041970073
56932.9238449734,0.11654323215885144
56933.9238449734,0.11633863342635992
56934.9238449734,0.11504102137312591
56935.9238449734,0.10481055164047777
56936.9238449734,0.10377591854402786
56937.9238449734,0.10397735762086283
56938.9238449734,0.09956789638643143
56939.9238449734,0.09536003246131688
56940.9238449734,0.08233360955804671
56941.9238449734,0.07955210333495696
56942.9238449734,0.06327701005699875
56943.9238449734,0.06251010946915819
56944.9238449734,0.06124128993641447
56945.9238449734,0.057091097818382536
56946.9238449734,0.0546502252743555
56947.9238449734,0.05494570635457932
56948.9238449734,0.05377967910464476
56949.9238449734,0.04393455348085816
56950.9238449734,0.043730677677846705
56951.9238449734,0.04201893002451443
56952.9238449734,0.037304202668728664
56953.9238449734,0.03663293808540722
56954.9238449734,0.030261296196739437
56955.9238449734,0.030874375128250926
56956.9238449734,0.03021087579683902
56957.9238449734,0.027311032244024078
56958.9238449734,0.026688480089682578
56959.9238449734,0.02640930200988985
56960.9238449734,0.025882757471242877
56961.9238449734,0.022637011996803225
56962.9238449734,0.018148916531935406
56963.9238449734,0.0178722579280952
56964.9238449734,0.016623536709018005
56965.9238449734,0.014955969200372468
56966.9238449734,0.015018931023762155
56967.9238449734,0.010117713486788547
56968.9238449734,-0.00474233041668586
56969.9238449734,-0.0054110873742100885
56970.9238449734,-0.014017756976513395
56971.9238449734,-0.014149008010909847
56972.9238449734,-0.020920787633961168
56973.9238449734,-0.021121587571982254
56974.9238449734,-0.021453762922899938
56975.9238449734,-0.030831318231307688
56976.9238449734,-0.030794374420538072
56977.9238449734,-0.0322377911806095
56978.9238449734,-0.03159322560277696
56979.9238449734,-0.03485408000982658
56980.9238449734,-0.03453919452007114
56981.9238449734,-0.0349608279653586
56982.9238449734,-0.03623929350425385
56983.9238449734,-0.03688692557778026
56984.9238449734,-0.036517127561241605
56985.9238449734,-0.04204953211523289
56986.9238449734,-0.04480092917433789
56987.9238449734,-0.0502514882466141
56988.9238449734,-0.05523672039013101
56989.9238449734,-0.054923379889762064
56990.9238449734,-0.05788116845089125
56991.9238449734,-0.06101308984974938
56992.9238449734,-0.0605880943385482
56993.9238449734,-0.061576347924862024
56994.9238449734,-0.06136235768263763
56995.9238449734,-0.06085808069825955
56996.9238449734,-0.05745414020771547
56997.9238449734,-0.05746888697132047
56998.9238449734,-0.05790778437155926
56999.9238449734,-0.056412640735202524
57000.9238449734,-0.05506523280488396
57001.9238449734,-0.05341128199714314
57002.9238449734,-0.04764974072997064
57003.9238449734,-0.045871549798446536
57004.9238449734,-0.04503241922818509
57005.9238449734,-0.04259197980725311
57006.9238449734,-0.04321542615708482
57007.9238449734,-0.03545370482861059
57008.9238449734,-0.035482512145948976
57009.9238449734,-0.025855702677529346
57010.9238449734,-0.016271673176301762
