id,type,lon_gcj02,lat_gcj02,typecode,citycode,adcode,X,Y
B0HAFMSLXY,台球厅,111.640414,40.815724,80113,471,150103,53.0902816,68.28018507
B0GR47IKU2,综合体育馆,111.639353,40.810527,80101,471,150103,53.02884309,67.97924641
B0GU5AVYWY,酒吧,111.639744,40.810884,80304,471,150103,53.05148443,67.99991893
B0GU3LK84S,健身中心,111.63932,40.810557,80111,471,150103,53.02693219,67.9809836
B0FFKRAUBL,网吧,111.237124,40.270875,80308,471,150122,29.73727945,36.73003538
B0FFM3ZWM0,跆拳道场馆,111.237887,40.274698,80119,471,150122,29.7814619,36.95141089
B0FFKPGYTG,娱乐场所,111.820953,40.870544,80300,471,150105,63.54461385,71.45460441
B0FFGYGLQG,运动场所,111.710176,40.826639,80100,471,150105,57.12993578,68.91223153
B01D70PCUE,跆拳道场馆,111.715048,40.824078,80119,471,150105,57.41205492,68.76393369
B0G3BDPNBZ,KTV,111.712416,40.822205,80302,471,150105,57.25964573,68.65547532
B0G3XCFBGR,KTV,111.712474,40.822052,80302,471,150105,57.26300429,68.64661567
B0HBX5Q9J2,酒吧,111.713168,40.820176,80304,471,150105,57.30319121,68.53798359
B0HD9408F2,酒吧,111.713539,40.819246,80304,471,150105,57.32467442,68.4841308
B0H197MY6E,酒吧,111.709522,40.819455,80304,471,150105,57.09206511,68.4962332
B0FFG08W5M,酒吧,111.710269,40.825103,80304,471,150105,57.13532106,68.82328757
B0FFHMTTMY,台球厅,111.713646,40.820808,80113,471,150105,57.33087039,68.57458032
B0FFFOUQ78,酒吧,111.710031,40.826702,80304,471,150105,57.12153938,68.91587962
B01D70R3QV,KTV,111.708756,40.822574,80302,471,150105,57.04770894,68.67684272
B0FFIQ53NG,酒吧,111.71351,40.817507,80304,471,150105,57.32299514,68.38343187
B0G2510OWO,网吧,111.706877,40.822176,80308,471,150105,56.93890314,68.65379604
B0FFKJPB4O,酒吧|购物服务,111.713475,40.819223,080304|060000,471,150105,57.32096842,68.48279896
B0FFMD0AC3,网吧,111.716122,40.824388,80308,471,150105,57.47424621,68.78188462
B0G32MFMA0,酒吧,111.710014,40.826732,80304,471,150105,57.12055497,68.91761681
B0HBOUMJKD,体育休闲服务场所,111.707764,40.822356,80000,471,150105,56.99026596,68.66421916
B0H129CGZI,台球厅,111.70845,40.821999,80113,471,150105,57.02998963,68.64354664
B0HD7CR16Y,体育休闲服务场所,111.714958,40.824638,80000,471,150105,57.40684336,68.79636117
B0FFK79O7K,体育休闲服务场所,111.710096,40.825645,80000,471,150105,57.12530328,68.85467274
B0FFJYA5IU,游乐场,111.710175,40.82569,80501,471,150105,57.12987788,68.85727852
B0GUMR75SM,运动场所,111.709892,40.826185,80100,471,150105,57.11349041,68.88594211
B0G0478UBU,体育休闲服务场所,111.706951,39.91409,80000,471,150124,56.9431882,16.0699623
B0FFJKNQRE,体育休闲服务场所,111.707565,39.915221,80000,471,150124,56.97874262,16.13545425
B0FFGPEWW7,采摘园,111.17235,41.1104,80503,471,150125,25.98646152,85.34376031
B0FFGBHRJB,水上活动中心,111.770482,40.507706,80505,471,150121,60.62202869,50.44402495
B0GRMAXJ0O,综合体育馆,111.711846,40.799223,80101,471,150105,57.22663918,67.32467442
B0FFI9FS27,网吧,111.711073,40.802358,80308,471,150105,57.18187767,67.50621044
B0G117EEO9,运动场所,111.71028,40.801822,80100,471,150105,57.13595803,67.47517271
B0HBNPVTH5,网吧,111.708698,40.800692,80308,471,150105,57.04435038,67.40973867
B0FFF30HZY,棋牌室,111.71114,40.804111,80306,471,150105,57.18575738,67.60772006
B0FFJYAG6R,体育休闲服务场所,111.711817,40.798939,80000,471,150105,57.2249599,67.30822905
B0G2C58C3U,综合体育馆,111.712939,40.803485,80101,471,150105,57.28993069,67.57147076
B0FFF2N560,跆拳道场馆,111.71031,40.801795,80119,471,150105,57.13769522,67.47360924
B0FFF2P6PE,健身中心,111.707709,40.800211,80111,471,150105,56.98708112,67.38188577
B01D702OZU,KTV,111.652576,40.803357,80302,471,150104,53.79453713,67.56405876
B01D701TA0,网吧,111.654092,40.803967,80308,471,150104,53.88232297,67.59938156
B0G3MUZN3Y,KTV,111.652546,40.803536,80302,471,150104,53.79279994,67.57442398
B0HR2ZTS1L,酒吧,111.648365,40.802619,80304,471,150104,53.55069401,67.52132397
B0GU9MTK0M,娱乐场所,111.652476,40.80037,80300,471,150104,53.7887465,67.39109286
B0FFJWZIYY,体育休闲服务场所,111.655604,40.804159,80000,471,150104,53.96987718,67.61049956
B0FFKP0VUI,体育休闲服务场所,111.763832,40.865499,80000,471,150102,60.23695228,71.1624675
B0GUVAVQVQ,娱乐场所,111.65554,40.804152,80300,471,150104,53.96617118,67.61009421
B0FFH17GOD,酒吧,111.652468,40.803669,80304,471,150104,53.78828325,67.58212551
B0HDMZTB44,休闲场所,111.652212,40.79783,80500,471,150104,53.77345926,67.24401105
B0FFJL41JA,体育休闲服务场所,111.647152,40.805542,80000,471,150103,53.48045375,67.69058387
B0FFIIODP2,酒吧,111.653436,40.797733,80304,471,150104,53.84433648,67.23839414
B0GU1O1IJN,水上活动中心,111.654835,40.802785,80505,471,150104,53.92534729,67.5309364
B0H1K530RB,娱乐场所,111.653553,40.79809,80300,471,150104,53.85111151,67.25906667
B01D703CC0,疗养院,111.938958,40.889478,80402,471,150105,70.37783813,72.55100091
B0H1O5ST1R,运动场所,111.902508,40.942502,80100,471,150102,68.26715617,75.62142067
B0FFI9Q2TL,体育休闲服务场所,111.901372,40.937831,80000,471,150102,68.20137469,75.35094069
B0GKJSY34Y,健身中心,111.721536,40.852601,80111,471,150102,57.78775052,70.41559299
B0GR06VZ09,休闲场所,111.309672,41.183866,80500,471,150125,33.93826038,89.59789916
B0G3YDV4YA,健身中心,111.619531,40.841161,80111,471,150103,51.88102587,69.75314576
B0FFKRJ2MU,体育休闲服务场所,111.621456,40.838458,80000,471,150103,51.99249535,69.59662523
B0G3UX6FY3,健身中心,111.620916,40.837544,80111,471,150103,51.96122599,69.54369893
B0HB3H8KAR,剧场,111.781178,40.051544,80603,471,150124,61.24139369,24.02940478
B0HD1O49KI,网吧,111.390328,40.076367,80308,471,150124,38.608745,25.46681105
B0FFF4TVVT,休闲场所,111.605285,40.771347,80500,471,150104,51.05609376,65.71048045
B0FFK7VC92,体育休闲服务场所,110.932715,40.609436,80000,471,150121,12.1101029,56.33482538
B0FFK9NB18,健身中心,111.661888,40.857135,80111,471,150102,54.33375991,70.67813982
B0FFKRYEPE,休闲场所,111.658787,40.865443,80500,471,150102,54.1541927,71.15922475
B0GU3LLV3Q,体育休闲服务场所,111.798494,40.731373,80000,471,150105,62.24409791,63.39573694
B0FFI3GY8K,垂钓园,111.798917,40.731327,80502,471,150105,62.26859224,63.39307326
B0FFKVYJCK,酒吧,111.696799,40.83131,80304,471,150102,56.35532419,69.18271152
B0FFK211IP,酒吧,111.691927,40.828404,80304,471,150102,56.07320505,69.01443602
B0FFMFPPXV,酒吧,111.690824,40.828167,80304,471,150102,56.00933448,69.00071225
B0G1BS8A54,网吧,111.688009,40.832719,80308,471,150102,55.84632846,69.26430139
B0FFLQGEGG,篮球场馆,111.693311,40.836262,80104,471,150102,56.15334727,69.46946315
B0FFM3CK0O,体育休闲服务场所,111.687772,40.830292,80000,471,150102,55.83260468,69.12376298
B0FFHM8F06,健身中心,111.687428,40.829397,80111,471,150102,55.81268494,69.07193691
B0FFGZPG8S,健身中心,111.687104,40.827926,80111,471,150102,55.79392332,68.98675685
B0G1FCPBOD,运动场所,111.693113,40.836357,80100,471,150102,56.14188184,69.47496424
B0FFLN4C6I,乒乓球馆,111.693264,40.836572,80112,471,150102,56.15062568,69.48741408
B0FFJF75HD,乒乓球馆,111.695448,40.82711,80112,471,150102,56.27709288,68.93950537
B0FFKEARK8,体育休闲服务场所,111.695711,40.827451,80000,471,150102,56.29232221,68.95925139
B0HDCHJNW1,娱乐场所,111.695811,40.82749,80300,471,150102,56.29811284,68.96150973
B0FFHICY35,网吧,111.780988,40.489774,80308,471,150123,61.2303915,49.40565049
B0FFIZYIKO,台球厅,111.780555,40.490119,80113,471,150123,61.20531811,49.42562814
B0G2XCLVHS,台球厅,111.779655,40.490592,80113,471,150123,61.1532025,49.45301778
B0FFG9HBAV,网吧,111.779161,40.489518,80308,471,150123,61.12459683,49.3908265
B0FFGL0UMD,电影院,111.780584,40.490289,80601,471,150123,61.20699739,49.4354722
B0FFI5KOKL,体育休闲服务场所,111.786813,40.49047,80000,471,150123,61.56769527,49.44595322
B0FFI9QYZT,健身中心|科教文化服务,111.779295,40.49169,080111|141400,471,150123,61.13235626,49.51659882
B0HDS56X9E,体育休闲服务场所,111.457072,39.661878,80000,471,150124,42.47363819,1.465317066
B0G1Z44IJH,台球厅,111.54419,40.710722,80113,471,150104,47.51831284,62.19991546
B0FFITHKR7,酒吧,111.29198,40.732743,80304,471,150121,32.91378342,63.47506847
B0G0RPBUV3,网吧,111.290743,40.732456,80308,471,150121,32.84215342,63.45844939
B0HDJBT14F,台球厅,111.836927,40.375298,80113,471,150123,64.46960792,42.77677729
B0FFGTB9BW,KTV,111.837106,40.375205,80302,471,150123,64.47997313,42.77139201
B0FFH8XSGZ,体育休闲服务场所,111.837175,40.375169,80000,471,150123,64.48396866,42.76930738
B0FFIMN426,采摘园,111.868018,40.885804,80503,471,150105,66.26997041,72.33825343
B0FFG2BBJ3,度假村,111.329918,40.738696,80401,471,150121,35.11062985,63.81978424
B0FFIRYGKH,采摘园,111.331583,40.738501,80503,471,150121,35.20704371,63.80849253
B0FFGAQCRP,采摘园,111.331226,40.73842,80503,471,150121,35.18637119,63.80380212
B01D70OWSG,疗养院,111.685473,40.742332,80402,471,150104,55.69947826,64.03033128
B0G25LY314,游乐场,111.684527,40.746171,80501,471,150104,55.64469897,64.25263329
B0HDD58C9T,运动场所,111.681364,40.746692,80100,471,150104,55.46154158,64.28280243
B0FFKZT95J,体育休闲服务场所,111.67723,40.740392,80000,471,150104,55.22215724,63.9179932
B0HR2STS84,体育休闲服务场所,111.601165,40.633062,80000,471,150121,50.81752011,57.70291789
B0HR2STZ4D,露营地,111.601165,40.633062,80504,471,150121,50.81752011,57.70291789
B0FFI8QWEJ,KTV,111.630108,40.846627,80302,471,150103,52.49350003,70.06966119
B0FFK0CQI8,游乐场,111.627831,40.836977,80501,471,150103,52.36164755,69.5108661
B0FFGXT2RG,休闲场所,111.763321,40.661022,80500,471,150105,60.2073622,59.32197599
B0FFGXL8A1,休闲场所,111.763437,40.661083,80500,471,150105,60.21407932,59.32550827
B0GRTSEJ58,垂钓园,111.759344,40.658156,80502,471,150105,59.97706913,59.15601675
B0HU6U33ZU,休闲场所,111.573981,40.732386,80500,471,150104,49.24339724,63.45439595
B0FFKNY254,网吧,111.674145,39.908555,80308,471,150124,55.04351653,15.74945134
B0FFHE2DLV,健身中心,111.703028,40.84257,80111,471,150102,56.71602207,69.83473563
B0HDH9FM0Q,酒吧,111.704922,40.842019,80304,471,150102,56.82569647,69.8028293
B0FFHN10RU,体育休闲服务场所,111.699865,40.841975,80000,471,150102,56.53286468,69.80028142
B0FFKWBU6J,体育休闲服务场所,111.700547,40.839694,80000,471,150102,56.57235673,69.66819732
B0FFHNYC7Q,台球厅,111.700037,40.84219,80113,471,150102,56.54282455,69.81273126
B0FFHN4NYN,休闲场所,111.700698,40.843552,80500,471,150102,56.58110057,69.89159954
B0HRTC7I6K,游泳馆,111.702658,40.837462,80110,471,150102,56.69459677,69.53895062
B0FFMH2UHQ,健身中心,111.702946,40.838801,80111,471,150102,56.71127376,69.61648706
B0H155VALI,运动场所,111.702324,40.837382,80100,471,150102,56.67525609,69.53431813
B0G0KCSPE1,体育休闲服务场所,111.704563,40.84435,80000,471,150102,56.80490813,69.93780871
B0GRD7J8H3,运动场所,111.697472,40.836914,80100,471,150102,56.39429508,69.50721801
B0HDD7BEQY,乒乓球馆,111.702623,40.837535,80112,471,150102,56.69257005,69.54317778
B0FFK22CZI,电影院,111.256833,40.275383,80601,471,150122,30.87855327,36.99107665
B0FFKYW4B5,游乐场,111.255775,40.275263,80501,471,150122,30.81728848,36.9841279
B0FFKZ81RJ,游戏厅,111.25582,40.275284,80305,471,150122,30.81989426,36.98534393
B0GU75EOSX,酒吧,111.603072,40.839961,80304,471,150103,50.92794728,69.68365828
B01D7020YP,剧场,111.426732,40.222639,80603,471,150122,40.71676327,33.93687063
B0FFI98BK5,休闲场所,111.758755,40.530471,80500,471,150121,59.94296237,51.7622602
B0HUUAPI3M,酒吧,111.671115,40.812475,80304,471,150103,54.86806066,68.09204774
B0HU4ZLVKJ,酒吧,111.670991,40.812479,80304,471,150103,54.86088029,68.09227936
B0HBG5DLLP,电影院,111.669301,40.815216,80601,471,150103,54.76301877,68.25076871
B0HUAH4S57,综合体育馆,111.669849,40.809521,80101,471,150103,54.79475138,67.92099274
B0HUOZGC80,酒吧,111.669016,40.813878,80304,471,150103,54.74651549,68.17329017
B0HD3AONVX,酒吧,111.668795,40.813684,80304,471,150103,54.73371822,68.16205637
B0G39NMAN2,网吧,111.674084,40.810106,80308,471,150105,55.03998425,67.95486789
B0G2Z7H9RG,酒吧,111.670462,40.814956,80304,471,150103,54.8302479,68.23571309
B0HDX58Q5T,酒吧,111.66849,40.813739,80304,471,150103,54.71605682,68.16524121
B0FFG6WUN6,游泳馆,111.669277,40.813118,80110,471,150103,54.76162902,68.12928144
B01D70OZR2,电影院,111.670705,40.814395,80601,471,150103,54.84431911,68.20322769
B0FFGG0VB6,KTV,111.67125,40.81342,80302,471,150103,54.875878,68.14676912
