id,type,lon_gcj02,lat_gcj02,typecode,citycode,adcode,X,Y
B0FFJRWHB9,汽车配件销售,111.646046,40.859419,10800,471,150102,57.3828594,68.72009554
B0FFLCFAB6,汽车配件销售,111.646332,40.859709,10800,471,150102,57.40070535,68.73819109
B0GKHX6A1T,汽车配件销售,111.646566,40.860032,10800,471,150102,57.41530659,68.75834579
B0FFL7ZX67,汽车养护,111.645976,40.860531,10400,471,150102,57.37849151,68.78948262
B0G2T17YX1,汽车配件销售,111.64687,40.860507,10800,471,150102,57.43427572,68.78798505
B0FFJHU3GB,汽车服务相关,111.64684,40.86079,10000,471,150102,57.43240376,68.80564381
B0FFL9JL9K,汽车配件销售,111.646467,40.859772,10800,471,150102,57.40912914,68.7421222
B0H6HSFPDN,汽车服务相关,111.645841,40.860242,10000,471,150102,57.37006771,68.77144947
B01D70R8WJ,汽车租赁,111.672354,40.834936,10900,471,150102,59.02443773,67.19239438
B0FFKGS6XH,汽车养护|汽车维修,111.673139,40.833322,010400|030000,471,150102,59.07342051,67.09168329
B0FFI8P2A2,汽车养护,111.673368,40.832969,10400,471,150102,59.08770975,67.06965663
B0FFKE0M32,汽车服务相关,111.673375,40.832935,10000,471,150102,59.08814654,67.06753509
B0FFK6218G,汽车服务相关,111.673318,40.833043,10000,471,150102,59.08458983,67.07427412
B0FFI8P0M7,汽车服务相关,111.673281,40.833115,10000,471,150102,59.08228109,67.07876681
B0FFGNYZCE,汽车配件销售,111.675227,40.833636,10800,471,150102,59.20370846,67.1112764
B0HUBCGYN4,汽车养护,111.669902,40.833847,10400,471,150102,58.87143674,67.12444247
B0FFK8CMGF,汽车服务相关,111.672558,40.829202,10000,471,150102,59.03716701,66.83460169
B01D70Q0XZ,洗车场,111.674944,40.833609,10500,471,150102,59.1860497,67.10959164
B0FFKGNT6N,汽车租赁,111.674029,40.82911,10900,471,150102,59.12895513,66.82886103
B0FFLM4VK6,汽车租赁,111.673605,40.834254,10900,471,150102,59.10249818,67.14983864
B0FFKMR3J3,洗车场,111.669549,40.828809,10500,471,150102,58.84941009,66.8100791
B0FFMH4IUG,汽车租赁,111.675217,40.827428,10900,471,150102,59.20308448,66.72390684
B0FFF4EWSV,汽车养护,111.667386,40.827418,10400,471,150102,58.71444225,66.72328286
B0FFG2ZM8I,充电站,111.671536,40.828733,11100,471,150102,58.9733958,66.80533681
B0FFM1H2UY,汽车服务相关,111.680261,40.742202,10000,471,150104,59.51782224,61.40593684
B0FFM3YZ4O,汽车配件销售,111.684002,40.742564,10800,471,150104,59.75125483,61.42852508
B0G0LCIOOB,汽车服务相关,111.683495,40.742757,10000,471,150104,59.71961882,61.44056798
B0HD3XRA7J,汽车服务相关,111.680019,40.742557,10000,471,150104,59.50272182,61.42808829
B0FFK59M8W,汽车服务相关,111.684627,40.741541,10000,471,150104,59.79025386,61.36469146
B0G25CTPJY,汽车养护,111.682478,40.745336,10400,471,150104,59.6561596,61.60149357
B0G1KM1UML,汽车服务相关,111.677279,40.740858,10000,471,150104,59.33175008,61.32207333
B0HGTZ8Q0O,洗车场,111.679966,40.746321,10500,471,150104,59.4994147,61.66295604
B0GUYA2EL2,汽车救援,111.781589,40.83937,10700,471,150105,65.84053203,67.46906909
B0FFHWE7MN,洗车场,111.777104,40.840351,10500,471,150105,65.560675,67.53028197
B0HD25CZY7,洗车场,111.777029,40.840398,10500,471,150105,65.55599512,67.53321469
B0HA3L3SLZ,汽车养护,111.786626,40.839691,10400,471,150105,66.15483301,67.48909899
B0HUXMK6QZ,汽车服务相关,111.786764,40.839138,10000,471,150105,66.16344399,67.45459265
B0FFMCP2A3,汽车养护,111.755691,40.810473,10400,471,150105,64.22453707,65.66594118
B0FFKCRIBL,汽车服务相关,111.754439,40.816679,10000,471,150105,64.14641421,66.05318594
B01D7028K6,加气站,111.6512,40.85957,10300,471,150102,57.70446099,68.72951771
B0FFMEQGD4,加气站,111.651185,40.859608,10300,471,150102,57.70352501,68.73188885
B0FFGE8F44,汽车配件销售,111.647018,40.860582,10800,471,150102,57.44351069,68.79266494
B0FFKZMQ0O,汽车养护,111.647604,40.86018,10400,471,150102,57.48007618,68.76758076
B0FFL0T1A8,汽车养护,111.64823,40.860965,10400,471,150102,57.5191376,68.81656354
B0HG0ZWPB8,汽车服务相关,111.647658,40.861204,10000,471,150102,57.48344569,68.83147677
B0FFI68PKT,汽车服务相关,111.647819,40.860439,10000,471,150102,57.49349184,68.78374196
B0FFL6E712,汽车救援,111.648163,40.860871,10700,471,150102,57.51495691,68.81069809
B0HGKKERAJ,汽车养护,111.647586,40.860174,10400,471,150102,57.478953,68.76720637
B0FFLCDLRN,汽车养护,111.648078,40.860247,10400,471,150102,57.50965304,68.77176146
B0FFFQ3K1T,汽车养护,111.647178,40.860987,10400,471,150102,57.45349444,68.81793631
B0FFLA7ZRL,汽车配件销售,111.647258,40.8605,10800,471,150102,57.45848631,68.78754827
B0FFKY9YZQ,汽车服务相关,111.64771,40.860073,10000,471,150102,57.48669041,68.76090413
B0FFL7LXV3,汽车配件销售,111.647032,40.860965,10800,471,150102,57.44438426,68.81656354
B0FFJB5UHJ,汽车养护,111.647849,40.859872,10400,471,150102,57.4953638,68.74836204
B0FFLA8QOF,汽车配件销售,111.647397,40.860097,10800,471,150102,57.4671597,68.76240169
B0HGKBGJCP,汽车配件销售,111.647014,40.860972,10800,471,150102,57.44326109,68.81700033
B0FFL899PU,汽车服务相关,111.647989,40.860984,10000,471,150102,57.50409958,68.81774911
B0FFLBD54P,汽车服务相关,111.647229,40.860572,10000,471,150102,57.45667676,68.79204095
B0FFM1PS5T,汽车养护,111.647031,40.86057,10400,471,150102,57.44432187,68.79191616
B0G04B3UK3,汽车养护,111.647129,40.86023,10400,471,150102,57.45043691,68.77070068
B0FFKZGQTJ,汽车服务相关,111.646959,40.860358,10000,471,150102,57.43982918,68.77868769
B0HATR27EI,汽车服务相关,111.646979,40.860284,10000,471,150102,57.44107715,68.7740702
B0FFIXZ643,汽车服务相关,111.646914,40.860104,10000,471,150102,57.43702125,68.76283848
B0FFLAGVHD,汽车养护,111.647755,40.860072,10400,471,150102,57.48949834,68.76084173
B0FFL93AWQ,汽车养护,111.646986,40.860364,10400,471,150102,57.44151394,68.77906208
B0FFL1IQ3I,汽车养护,111.647317,40.860068,10400,471,150102,57.46216782,68.76059214
B0FFKZNNRE,汽车养护,111.647164,40.859896,10400,471,150102,57.45262086,68.7498596
B0FFHULGEW,汽车救援,111.646955,40.860624,10700,471,150102,57.43957958,68.79528567
B0FFLA7NUI,汽车养护,111.647147,40.861157,10400,471,150102,57.45156009,68.82854404
B0FFI6I3OW,汽车配件销售,111.646901,40.860698,10800,471,150102,57.43621007,68.79990316
B0G3OS8XTB,汽车服务相关,111.656481,40.864139,10000,471,150102,58.03398719,69.01461621
B0G365NLBC,充电站,111.653648,40.859951,11100,471,150102,57.85721239,68.75329152
B0FFL88EFV,汽车服务相关,111.647717,40.860545,10000,471,150102,57.4871272,68.7903562
B0FFL944T3,汽车配件销售,111.647667,40.860317,10800,471,150102,57.48400728,68.77612935
B0FFKPLUQI,汽车服务相关,111.647699,40.860525,10000,471,150102,57.48600403,68.78910823
B0FFL0YO35,汽车配件销售,111.647683,40.860209,10800,471,150102,57.48500565,68.76939032
B0G0PLEJ90,汽车养护,111.647577,40.860781,10400,471,150102,57.47839142,68.80508223
B0FFL0ZTC9,汽车养护,111.6473,40.861071,10400,471,150102,57.46110705,68.82317778
B0FFKQ1WWR,汽车服务相关,111.647871,40.860136,10000,471,150102,57.49673656,68.76483523
B0FFLED0MR,汽车服务相关,111.647201,40.861049,10000,471,150102,57.4549296,68.82180501
B0FFKHJ8L7,洗车场,111.647568,40.860426,10500,471,150102,57.47782983,68.78293078
B0FFL3MMHS,汽车养护,111.647988,40.860171,10400,471,150102,57.50403718,68.76701918
B0FFL6Y1J0,汽车养护,111.647684,40.860659,10400,471,150102,57.48506805,68.79746962
B0FFL37306,汽车养护,111.647461,40.861134,10400,471,150102,57.4711532,68.82710888
B0FFL2X5RE,汽车配件销售,111.647698,40.860148,10800,471,150102,57.48594163,68.76558401
B0G2T17TLS,汽车养护,111.648508,40.860585,10400,471,150102,57.53648437,68.79285213
B0G0799PU3,汽车配件销售,111.648292,40.860283,10800,471,150102,57.52300631,68.7740078
B0FFKVUJ5P,汽车养护,111.648319,40.86031,10400,471,150102,57.52469107,68.77569256
B0FFF9RW58,汽车服务相关,111.649117,40.859777,10000,471,150102,57.57448503,68.74243419
B0G136XFGO,汽车养护,111.648015,40.860594,10400,471,150102,57.50572194,68.79341372
B0HBKCS31L,汽车养护,111.648078,40.860356,10400,471,150102,57.50965304,68.77856289
B0FFKBF21B,汽车配件销售,111.64767,40.860517,10800,471,150102,57.48419447,68.78860904
B0G336UOL7,汽车配件销售,111.647667,40.861211,10800,471,150102,57.48400728,68.83191356
B0FFMC9AFY,汽车配件销售,111.647908,40.860545,10800,471,150102,57.4990453,68.7903562
B0G3Z1UJG9,汽车养护,111.648159,40.860991,10400,471,150102,57.51470731,68.8181859
B0FFL4ZLDG,汽车配件销售,111.647988,40.860328,10800,471,150102,57.50403718,68.77681573
B0FFLDK857,洗车场,111.648076,40.860813,10500,471,150102,57.50952824,68.80707898
B0GUX7BDRI,汽车养护,111.647998,40.860862,10400,471,150102,57.50466116,68.8101365
B0FFKTGCXW,汽车服务相关,111.647827,40.860708,10000,471,150102,57.49399103,68.80052714
B0FFM7MV8X,汽车配件销售,111.645259,40.859662,10800,471,150102,57.33375182,68.73525837
B0G0FU7NMU,汽车配件销售,111.647371,40.860327,10800,471,150102,57.46553734,68.77675333
B0FFKZHA1F,汽车配件销售,111.647121,40.860421,10800,471,150102,57.44993773,68.78261879
B0GKFYN2Z1,汽车养护,111.647407,40.860717,10400,471,150102,57.46778368,68.80108873
B0FFM3BH2Z,汽车配件销售,111.647164,40.860244,10800,471,150102,57.45262086,68.77157426
B0FFLIQ8MU,汽车服务相关,111.648302,40.860597,10000,471,150102,57.52363029,68.79360091
B0FFL5XAF7,汽车养护,111.647103,40.860215,10400,471,150102,57.44881455,68.76976471
B0HABAOZNN,汽车服务相关,111.647358,40.860115,10000,471,150102,57.46472616,68.76352486
B0FFL0YZK3,汽车养护,111.64806,40.860806,10400,471,150102,57.50852987,68.80664219
B0G2T16Z5Y,汽车配件销售,111.647254,40.859897,10800,471,150102,57.45823672,68.749922
B0FFL1RYMT,汽车养护,111.64755,40.860002,10400,471,150102,57.47670666,68.75647384
B0FFL35B4M,汽车养护,111.647191,40.860449,10400,471,150102,57.45430562,68.78436594
B0FFKHW2FG,汽车服务相关,111.647398,40.860629,10000,471,150102,57.4672221,68.79559766
B01D7022D5,中国石油,111.811433,40.37782,10102,471,150123,67.70275127,38.66906609
B0FFFS9RHN,汽车配件销售,111.814584,40.378946,10800,471,150123,67.89936878,38.73932675
B0G0VONO14,汽车配件销售,111.813664,40.385119,10800,471,150123,67.84196221,39.12451236
B0HAFNU87W,汽车配件销售,111.813664,40.385119,10800,471,150123,67.84196221,39.12451236
B0FFHNGWMX,汽车配件销售,111.815977,40.379107,10800,471,150123,67.98628981,38.7493729
B0GDDLWCME,洗车场,111.808561,40.378601,10500,471,150123,67.52354293,38.71779928
B0FFFYHIC3,汽车服务相关,111.815465,40.379061,10000,471,150123,67.95434181,38.74650257
B0FFHM3KAD,洗车场|汽车服务,111.815816,40.379148,010500|010400,471,150123,67.97624366,38.75193123
B0FFIZUKRW,汽车服务相关,111.808455,40.378095,10000,471,150123,67.5169287,38.68622567
B0FFKZN13X,汽车养护,111.816812,40.37863,10400,471,150123,68.03839252,38.71960884
B0FFH2197H,汽车服务相关,111.807407,40.377671,10000,471,150123,67.45153513,38.65976873
B0FFKMPR2U,洗车场,111.810619,40.377284,10500,471,150123,67.65195894,38.63562053
B0G0ASUVWR,汽车服务相关,111.263104,41.123606,10000,471,150125,33.48787349,85.20495394
B01D701ZQ6,加油站,111.256922,41.122785,10100,471,150125,33.10212629,85.15372481
B0H69AIK7D,加油站,111.711314,40.67683,10100,471,150104,61.4554812,57.32682559
B0FFL5ENP8,汽车养护,111.708959,40.680753,10400,471,150104,61.30853286,57.5716147
B0G24NBXQB,汽车服务相关,111.708551,40.680377,10000,471,150104,61.2830743,57.54815288
B0GKCKOWV6,汽车配件销售,111.711996,40.677345,10800,471,150104,61.49803694,57.35896079
B0G0ASTI5S,汽车养护,111.711954,40.677478,10400,471,150104,61.49541621,57.36725978
B0GU77FTZA,汽车服务相关,111.872743,40.851893,10000,471,150105,71.52840003,68.25048484
B0G3VPCIRB,汽车配件销售,111.868845,40.853864,10800,471,150105,71.28517088,68.37347217
B0FFKOZ2DM,洗车场,111.876465,40.850879,10500,471,150105,71.76064705,68.18721281
B0G0BH16GC,二手车交易,111.868841,40.853866,11000,471,150105,71.28492129,68.37359697
B0H1PMM2DJ,洗车场,111.867875,40.853806,10500,471,150105,71.22464439,68.36985306
B0FFIIWJ4S,汽车服务相关,111.874639,40.851599,10000,471,150105,71.64670748,68.23213969
B0FFKX8Q7Z,汽车养护,111.867384,40.853991,10400,471,150105,71.19400675,68.38139678
B0FFMETH9P,中国石化,112.15618,40.233213,10101,471,150123,89.21442852,29.64581394
B0G3MZV8T9,二手车交易,111.257852,40.268858,11000,471,150122,33.16015684,31.87000656
B0G3LBCLYW,洗车场,111.776506,40.478157,10500,471,150123,65.52336073,44.92993902
B0FFL46UB1,洗车场,111.776867,40.478196,10500,471,150123,65.54588657,44.93237256
B0HBYNFRJE,汽车养护,111.776819,40.478183,10400,471,150123,65.54289144,44.93156138
B0G3LHI0R4,汽车养护,111.227981,40.26463,10400,471,150122,31.29625285,31.60618593
